feature_id	location	type	function	aliases	protein_md5
fig|1463165.1394.peg.1750	CCI165_S85_contig_6_89809+1506	CDS	Para-nitrobenzyl esterase (EC 3.1.1.-)		08c9f4a4677dd1fcdfbf563ad9f18f25
fig|1463165.1394.peg.1751	CCI165_S85_contig_6_91630+1656	CDS	Glucans biosynthesis protein D precursor		073813e4944cdb7e3b3e8d9ca185cedf
fig|1463165.1394.peg.1752	CCI165_S85_contig_6_93338+579	CDS	Ribosomal-protein-L7p-serine acetyltransferase		64c33736a7fa29fdc9d32bfa3d595f23
fig|1463165.1394.peg.1753	CCI165_S85_contig_6_94882-981	CDS	FIG005189: putative transferase clustered with tellurite resistance proteins TehA/TehB		3665fc5a531559713d81f22aaba09e03
fig|1463165.1394.peg.1754	CCI165_S85_contig_6_94994+1005	CDS	Tellurite resistance protein TehA		f5e8d139b79e1bf73ce6070718e96e05
fig|1463165.1394.peg.1755	CCI165_S85_contig_6_95995+597	CDS	Tellurite methyltransferase (EC 2.1.1.265)		135fcb479c91f4d2f30b98d5bb8321ab
fig|1463165.1394.peg.1756	CCI165_S85_contig_6_96854+669	CDS	Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB		7a95eadb09b215dd6001b6a0da0ff6d7
fig|1463165.1394.peg.1757	CCI165_S85_contig_6_98466-897	CDS	Permease of the drug/metabolite transporter (DMT) superfamily		049e8116a055d196023b1e0467e42975
fig|1463165.1394.peg.1758	CCI165_S85_contig_6_98652+870	CDS	Transcriptional regulator, AraC family		36f2800ac47e0ec916a06b1db61b112d
fig|1463165.1394.peg.1759	CCI165_S85_contig_6_100664-1167	CDS	Benzoate transport protein		5cede20557377819d60021fc661fd75f
fig|1463165.1394.peg.1760	CCI165_S85_contig_6_100849+570	CDS	Transcriptional regulator yidN, Cro/CI family		19bf1af01184c1ce397b65d7ae3250c9
fig|1463165.1394.peg.1761	CCI165_S85_contig_6_101630+1962	CDS	Uncharacterized protease YdcP		a9d3f88e8a6b3893983b423d4404cf39
fig|1463165.1394.peg.1762	CCI165_S85_contig_6_103837-234	CDS	Uncharacterized protein YncJ		367d9bd29aeab77e7bb9092e5e4f2f05
fig|1463165.1394.peg.1763	CCI165_S85_contig_6_104271-285	CDS	hypothetical protein		cc8982585a5b8ac225aad1bdd4732a67
fig|1463165.1394.peg.1764	CCI165_S85_contig_6_104493-126	CDS	Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)		d078358bb49c2f73cdd8970f8faab2de
fig|1463165.1394.peg.1765	CCI165_S85_contig_6_105503-1011	CDS	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)		95b46f1f594ddf142779c3269a48012c
fig|1463165.1394.peg.1766	CCI165_S85_contig_6_106900-1398	CDS	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)		70b2b17ea508dcadb0fdc803ea92223f
fig|1463165.1394.peg.1767	CCI165_S85_contig_6_107621+1413	CDS	DNA-binding transcriptional regulator, MocR family / aminotransferase domain		9ff05b24e21a386092848b58a371c7f1
fig|1463165.1394.peg.1768	CCI165_S85_contig_6_109339+1146	CDS	ABC transporter periplasmic-binding protein YdcS		4b32e94e2cd42e7dc0094e5d854cb767
fig|1463165.1394.peg.1769	CCI165_S85_contig_6_110501+1014	CDS	ABC transporter ATP-binding protein YdcT		80be845bef6bb3d2cf0cb798b7ae9513
fig|1463165.1394.peg.1770	CCI165_S85_contig_6_111516+930	CDS	ABC transporter permease protein YdcU		a99e1ac37ef06078a6998ffc68f35037
fig|1463165.1394.peg.1771	CCI165_S85_contig_6_112435+807	CDS	ABC transporter permease protein YdcV		f9000c8e106d2e4ddc95a7cac9f8ae70
fig|1463165.1394.peg.1772	CCI165_S85_contig_6_113246+1446	CDS	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)		a73b80a9f3883e7a08742eab5d1cdee0
fig|1463165.1394.peg.1773	CCI165_S85_contig_6_115153-123	CDS	hypothetical protein		c7aaad5150f8d4adb08abe8f833223d2
fig|1463165.1394.peg.1774	CCI165_S85_contig_6_115641+252	CDS	hypothetical protein		c056f014106eae73af9ab932d4de5c2d
fig|1463165.1394.peg.1775	CCI165_S85_contig_6_116036-93	CDS	hypothetical protein		8c945e8ad157d8a6007c78ab6b5eb684
fig|1463165.1394.peg.1776	CCI165_S85_contig_6_116232+174	CDS	Orphan toxin OrtT		e86eba45f1b4563d26cf1c486b7be445
fig|1463165.1394.peg.1777	CCI165_S85_contig_6_116494+750	CDS	Hydrolase, alpha/beta fold family		c97600e5bfba91170b0c39813ee85cc2
fig|1463165.1394.peg.1778	CCI165_S85_contig_6_118689-1434	CDS	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)		17abdfc78421602ffebb9e83d3ab1f3d
fig|1463165.1394.peg.1779	CCI165_S85_contig_6_118962+1599	CDS	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)		76664d9bc03401321515793ddbf5532b
fig|1463165.1394.peg.1780	CCI165_S85_contig_6_120577+234	CDS	Uncharacterized protein YdcY (not antitoxin to OrtT)		77e9487459710a6295abbc2b6df65ac0
fig|1463165.1394.peg.1781	CCI165_S85_contig_6_121268-450	CDS	Inner membrane protein YdcZ		9ac89ee7190386d8c6df884760c76d3e
fig|1463165.1394.peg.1782	CCI165_S85_contig_6_121783-519	CDS	L-amino acid N-acyltransferase MnaT		6037ad51f54421ccf48a75612fa7b7ad
fig|1463165.1394.peg.1783	CCI165_S85_contig_6_121944+582	CDS	Transcriptional regulator, Xre-family with cupin domain		d3c8afb5eeea0362fdf7f9c7c71a5284
fig|1463165.1394.peg.1784	CCI165_S85_contig_6_122591+1038	CDS	Putative oxidoreductase YncB		fcd075a02e298256f5b83cd851d4a41f
fig|1463165.1394.peg.1785	CCI165_S85_contig_6_124626-936	CDS	Pyrimidine-specific ribonucleoside hydrolase RihA		0789afcc0c3652d9020575661686470d
fig|1463165.1394.peg.1786	CCI165_S85_contig_6_124904+300	CDS	UPF0381 protein YiiS		a4589a1c1aee6850c8c2c255d294e556
fig|1463165.1394.peg.1787	CCI165_S85_contig_6_127377-2106	CDS	Probable tonB-dependent receptor yncD precursor		707c92699a7cab605cf35d12dba749e1
fig|1463165.1394.peg.1788	CCI165_S85_contig_6_127635+1062	CDS	Uncharacterized protein YncE		1e35c6317a3ffacf03668e21f961761b
fig|1463165.1394.peg.1789	CCI165_S85_contig_6_128845+222	CDS	Putative outer membrane lipoprotein STM1585		d8bf1ae932ac59826efbac52060c13ed
fig|1463165.1394.peg.1790	CCI165_S85_contig_6_130571-1455	CDS	L-asparagine permease		83448d18b774d6e5469a0c97582f41d8
fig|1463165.1394.peg.1791	CCI165_S85_contig_6_131000-240	CDS	Transcriptional regulator, LysR family		8a4770689fb0e2ea0e9cb3d81d8f3ab2
fig|1463165.1394.peg.1792	CCI165_S85_contig_6_131134+906	CDS	Diaminopimelate epimerase (EC 5.1.1.7)		869b704de9a9bb73b177bc81e6fba0f7
fig|1463165.1394.peg.1793	CCI165_S85_contig_6_132758-696	CDS	Methyltransferase type 11		e00328da7f38bc7fa0cabcfbe4002a7d
fig|1463165.1394.peg.1794	CCI165_S85_contig_6_132854+552	CDS	Uncharacterized protein PA4799		e4274532459add2411442d9a3c8c23cb
fig|1463165.1394.peg.1795	CCI165_S85_contig_6_133497+1008	CDS	Luciferase-like monooxygenase YhbW		4627512077a0d814a23c640b0ba8ae7e
fig|1463165.1394.peg.1796	CCI165_S85_contig_6_134494+1122	CDS	N-acetyl-L,L-diaminopimelate deacetylase homolog		aa9925640b0b9ce28b73ae657c2962ea
fig|1463165.1394.peg.1797	CCI165_S85_contig_6_135640+1314	CDS	Nitrilotriacetate monooxygenase component A (EC 1.14.13.-)		df9cc11d597a34f2b99e94e52b76b002
fig|1463165.1394.peg.1798	CCI165_S85_contig_6_136971+933	CDS	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)		adc4ef544f1c086b64ebaa9098574db1
fig|1463165.1394.peg.1799	CCI165_S85_contig_6_137915+510	CDS	Acetyltransferase, GNAT family		c69c3f02b3cb5cee2bed645a3b616246
fig|1463165.1394.peg.1800	CCI165_S85_contig_6_138434+927	CDS	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)		c15aaa7fd2943815b406f5f5d0102745
fig|1463165.1394.peg.1801	CCI165_S85_contig_6_139344+780	CDS	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)		bd21b557788dee253f4ebeec765eac31
fig|1463165.1394.peg.1802	CCI165_S85_contig_6_140120+894	CDS	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)		7181ccde53696d47aa4cbed34795bbc8
fig|1463165.1394.peg.1803	CCI165_S85_contig_6_141091+618	CDS	Glutathione S-transferase, theta (EC 2.5.1.18)		6b8bdc4cc03b7b44773f9db687642056
fig|1463165.1394.peg.1804	CCI165_S85_contig_6_141779+228	CDS	Tautomerase PptA		97a1453311131935a535b865f7215d84
fig|1463165.1394.peg.1805	CCI165_S85_contig_6_143662-1617	CDS	Sucrose outer membrane porin		cd6aaeeb95a6cd737d00fe5cb4f153ae
fig|1463165.1394.peg.1806	CCI165_S85_contig_6_145081-1377	CDS	Xyloside transporter XynT		6280dc0100cdbb8412b362790e05dead
fig|1463165.1394.peg.1807	CCI165_S85_contig_6_146673-1569	CDS	alpha-L-rhamnosidase (EC 3.2.1.40)		85f86941c8eaf50e071b557d87eee1df
fig|1463165.1394.peg.1808	CCI165_S85_contig_6_146878+825	CDS	Transcriptional regulator RhaS-like protein		8e50861e9e0c238019bad64cdc2fbadc
fig|1463165.1394.peg.1809	CCI165_S85_contig_6_148339-582	CDS	NAD(P)H-flavin oxidoreductase		16a1a8404a0c33dfbef05198dbf25dd7
fig|1463165.1394.peg.1810	CCI165_S85_contig_6_148554+702	CDS	ABC transporter, ATP-binding protein		95d56ad503adebc5d0c554bc25097f84
fig|1463165.1394.peg.1811	CCI165_S85_contig_6_149252+969	CDS	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)		0fd5ce4aab451b93060e025cfd0a70d7
fig|1463165.1394.peg.1812	CCI165_S85_contig_6_150276+1656	CDS	ABC transporter, permease protein		5a93958c550fb3019d7188d8741f616c
fig|1463165.1394.peg.1813	CCI165_S85_contig_6_152008+846	CDS	N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118)		fcdb1e3b5b5944f57a1ccc97348ca8e0
fig|1463165.1394.peg.1814	CCI165_S85_contig_6_153690-627	CDS	Transcriptional regulator, AcrR family		0bb63ee65b625e5cdd79e8cde0e8caef
fig|1463165.1394.peg.1815	CCI165_S85_contig_6_153759+1500	CDS	Methyl viologen resistance protein SmvA		87c6c327f305ff2494029ec73d287931
fig|1463165.1394.peg.1816	CCI165_S85_contig_6_156149-897	CDS	Pca regulon regulatory protein PcaR		f65d8ac79676f7706c0242e080d7e0b1
fig|1463165.1394.peg.1817	CCI165_S85_contig_6_156306+1119	CDS	Muconate cycloisomerase (EC 5.5.1.1)		c1630e0d0937c307b5a8fca2ddd648c0
fig|1463165.1394.peg.1818	CCI165_S85_contig_6_157444+291	CDS	Muconolactone isomerase (EC 5.3.3.4)		d4d455b44b3bc4957634918b0fe6afc2
fig|1463165.1394.peg.1819	CCI165_S85_contig_6_157804+927	CDS	Catechol 1,2-dioxygenase (EC 1.13.11.1)		4d68614d8a43f243c0df940974e155d8
fig|1463165.1394.peg.1820	CCI165_S85_contig_6_158840+1383	CDS	Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)		058a5f08768b3d392dc6cf488816fa18
fig|1463165.1394.peg.1821	CCI165_S85_contig_6_160222+486	CDS	Benzoate 1,2-dioxygenase beta subunit (EC 1.14.12.10)		a2b838c59526f4bcb60b79bd4ef0ac0f
fig|1463165.1394.peg.1822	CCI165_S85_contig_6_160717+1017	CDS	Benzoate 1,2-dioxygenase, ferredoxin reductase component		eeb4d17ffa105534bb6bb4ef4371112a
fig|1463165.1394.peg.1823	CCI165_S85_contig_6_161743+774	CDS	1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)		e4076bd29ff70900554ff59059467ae3
fig|1463165.1394.peg.1824	CCI165_S85_contig_6_163391-879	CDS	Permease of the drug/metabolite transporter (DMT) superfamily		ccb59a8c205186d7db75fd2be2e1cc28
fig|1463165.1394.peg.1825	CCI165_S85_contig_6_163587+3078	CDS	Formate dehydrogenase N alpha subunit (EC 1.2.1.2) @ selenocysteine-containing		d6cfce5c1936e6dad46088f5f1d74d85
fig|1463165.1394.peg.1826	CCI165_S85_contig_6_166676+885	CDS	Formate dehydrogenase N beta subunit (EC 1.2.1.2)		29669ce3b26050b1eb6a80079e74636f
fig|1463165.1394.peg.1827	CCI165_S85_contig_6_167553+657	CDS	Formate dehydrogenase N gamma subunit (EC 1.2.1.2)		939b7aa152313a5a763557591b9c7450
fig|1463165.1394.peg.1828	CCI165_S85_contig_6_168375-114	CDS	hypothetical protein		68b599baaf8d78fb741cae74ec8cb8ec
fig|1463165.1394.peg.1829	CCI165_S85_contig_6_169767-819	CDS	Polyphosphate kinase 2 (EC 2.7.4.1)		fbe7118303d95ba281dfd89b3b829881
fig|1463165.1394.peg.1830	CCI165_S85_contig_6_170290-438	CDS	Glyoxalase/bleomycin resistance protein/dioxygenase		0006dc0506ea978f9e4188e959e1a6e6
fig|1463165.1394.peg.1831	CCI165_S85_contig_6_170569+1155	CDS	Protein AraJ precursor		a08ff77b8f253a02adf60d123264f3e7
fig|1463165.1394.peg.1832	CCI165_S85_contig_6_172821-1092	CDS	Alkylhydroperoxidase AhpD domain protein		76c054d1352c8786ac69d58dfd92ea42
fig|1463165.1394.peg.1833	CCI165_S85_contig_6_173817-987	CDS	Alkanal monooxygenase alpha chain (EC 1.14.14.3)		bccd9990ec32421eaf95a3cb7ea14719
fig|1463165.1394.peg.1834	CCI165_S85_contig_6_175433-1617	CDS	ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines) / ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)		378fff211458c0726e644a9c4a051fb3
fig|1463165.1394.peg.1835	CCI165_S85_contig_6_176278-849	CDS	ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)		8994936f5a3da162900b377d9215dba6
fig|1463165.1394.peg.1836	CCI165_S85_contig_6_177219-945	CDS	ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)		ae351d70cf2f6ea088ec11601d261ffa
fig|1463165.1394.peg.1837	CCI165_S85_contig_6_178852-1623	CDS	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)		ed43856085c70b11c107b0e1068f357f
fig|1463165.1394.peg.1838	CCI165_S85_contig_6_180020-1011	CDS	Alcohol dehydrogenase (EC 1.1.1.1)		c07648da573c883917f6e00a87ce7d1f
fig|1463165.1394.peg.1839	CCI165_S85_contig_6_180274+600	CDS	Inorganic pyrophosphatase (EC 3.6.1.1)		1c812720a37265ced4bf499bf3ea17d5
fig|1463165.1394.peg.1840	CCI165_S85_contig_6_181017+954	CDS	Transcriptional regulator, MarR family / Acetyltransferase (GNAT)		b6b396e50d261c60f93be493bf89935e
fig|1463165.1394.peg.1841	CCI165_S85_contig_6_183716-1713	CDS	Bis-ABC ATPase		a6988a30b45dc3dfcf9a36706a3ac5a6
fig|1463165.1394.peg.1842	CCI165_S85_contig_6_183870-114	CDS	hypothetical protein		67995a62899a56be1d4c84f762d6c2b2
fig|1463165.1394.peg.1843	CCI165_S85_contig_6_184763-687	CDS	hypothetical protein		1bb96dae6b77e805b09d9b41946e5008
fig|1463165.1394.peg.1844	CCI165_S85_contig_6_185471-708	CDS	hypothetical protein		e6a400607c698e4d2d64e3f2c71f5806
fig|1463165.1394.peg.1845	CCI165_S85_contig_6_187352-1698	CDS	NAD-dependent malic enzyme (EC 1.1.1.38)		ef2ad58233c9f055b2936aa72100fbca
fig|1463165.1394.peg.1846	CCI165_S85_contig_6_187675-141	CDS	Stationary-phase-induced ribosome-associated protein		6a5249e7cdd86f581fcd5b03df2fb726
fig|1463165.1394.peg.1847	CCI165_S85_contig_6_188704-852	CDS	Metallo-beta-lactamase superfamily protein PA0057		2ed94d5bae397225569a13e5004a3e5a
fig|1463165.1394.peg.1848	CCI165_S85_contig_6_188819+894	CDS	Transcriptional regulator clustered with PA0057, LysR family		061e4a7c44c721d477f7671d5dca5e9d
fig|1463165.1394.peg.1849	CCI165_S85_contig_6_190025-246	CDS	Uncharacterized protein YmjA		95e74b3b734d4ae499c10e1176f06870
fig|1463165.1394.peg.1850	CCI165_S85_contig_6_191130-915	CDS	Oxidoreductase, short-chain dehydrogenase/reductase family		299400d1156506f57027cd200d5a8021
fig|1463165.1394.peg.1851	CCI165_S85_contig_6_191789+186	CDS	Uncharacterized protein YmdF		028b34575a6ac1f66cdfb4b8ffbff3f3
fig|1463165.1394.peg.1852	CCI165_S85_contig_6_192341+216	CDS	hypothetical protein		03d4ed39748e8e56dd9eb624e1452e80
fig|1463165.1394.peg.1853	CCI165_S85_contig_6_192580+507	CDS	Protein YciE		4cf059d93e9cd3c2bab105104eff8a44
fig|1463165.1394.peg.1854	CCI165_S85_contig_6_193103+174	CDS	PTS family enzyme IIBC component, cellobiose/salicin/arbutin-specific		b94c3d2a51c43255f4347c443caf1346
fig|1463165.1394.peg.1855	CCI165_S85_contig_6_193316+1626	CDS	hypothetical protein		7639a698a93b57f72ec1e79829045624
fig|1463165.1394.peg.1856	CCI165_S85_contig_6_195933-996	CDS	Putative oxidoreductase		3e1a7389ea7171370e8d360f8e407df4
fig|1463165.1394.peg.1857	CCI165_S85_contig_6_196147+96	CDS	hypothetical protein		c245d8e20c5fda03196097a52eaa522e
fig|1463165.1394.peg.1858	CCI165_S85_contig_6_196700-447	CDS	hypothetical protein		ebe3cba515917c9148e0036e7aa42c40
fig|1463165.1394.peg.1859	CCI165_S85_contig_6_197212-504	CDS	hypothetical protein		bd2076f87c70252030f29001a7348604
fig|1463165.1394.peg.1860	CCI165_S85_contig_6_197357+405	CDS	Putative periplasmic protein		660a39a596a041468932ed10aa4ec785
fig|1463165.1394.peg.1861	CCI165_S85_contig_6_197777+147	CDS	hypothetical protein		d9c1d2b69e53b3b4eac4a50635a4be68
fig|1463165.1394.peg.1862	CCI165_S85_contig_6_198038+432	CDS	Peroxiredoxin OsmC (EC 1.11.1.15)		d586eeab058270170b1a3f5cb3d6f555
fig|1463165.1394.peg.1863	CCI165_S85_contig_6_198583+870	CDS	hypothetical protein		f872125d9aa1cf2f8d4b143d113c9181
fig|1463165.1394.peg.1864	CCI165_S85_contig_6_200140-687	CDS	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)		e9fc8edae44c89599346f9b1049ed3ad
fig|1463165.1394.peg.1865	CCI165_S85_contig_6_200363+942	CDS	Cobalt-zinc-cadmium resistance protein		ecf9c663cf1fd601db0a8f4d89e0a488
fig|1463165.1394.peg.1866	CCI165_S85_contig_6_201547+918	CDS	UPF0187 protein YneE		3e159b9e818661085b8692b59c0c4a4a
fig|1463165.1394.peg.1867	CCI165_S85_contig_6_202786+2301	CDS	Putative formate dehydrogenase oxidoreductase protein		fa7576e66e9563bbce6561ff51f755a2
fig|1463165.1394.peg.1868	CCI165_S85_contig_6_205233+882	CDS	LysR-family transcriptional regulator PA5179		3c4a979b345f0a404afebdb56529bc51
fig|1463165.1394.peg.1869	CCI165_S85_contig_6_207529-1407	CDS	Uncharacterized MFS-type transporter		1b554f603d45062ce90766905b42b7b8
fig|1463165.1394.peg.1870	CCI165_S85_contig_6_207792-195	CDS	hypothetical protein		17ebab57c619cccd6558c27a2041b534
fig|1463165.1394.peg.1871	CCI165_S85_contig_6_208128+681	CDS	Mg(2+)-transport-ATPase-associated protein MgtC		039640d73155502e2ab391c01424553f
fig|1463165.1394.peg.1872	CCI165_S85_contig_6_208905+1062	CDS	ATPase		49cc0ff49b8ee1a121574991433fa589
fig|1463165.1394.peg.1873	CCI165_S85_contig_6_212177-2178	CDS	Catalase-peroxidase KatG (EC 1.11.1.21)		e0d486b8d73a2c57e89c47058d62e225
fig|1463165.1394.peg.1874	CCI165_S85_contig_6_212618+633	CDS	Transporter, LysE family		04a9202f58b5effd3d5f6c17bc16a210
fig|1463165.1394.peg.1875	CCI165_S85_contig_6_213472+1743	CDS	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)		6b343fe482d76ed25d0d5d1615151f74
fig|1463165.1394.peg.1876	CCI165_S85_contig_7_185+147	CDS	hypothetical protein		7f19033b2e037586a97470b0ff7357d9
fig|1463165.1394.peg.1877	CCI165_S85_contig_7_571+879	CDS	Phage DNA-binding protein		10b474480c4674a3a604283a147866e6
fig|1463165.1394.peg.1878	CCI165_S85_contig_7_1496+249	CDS	hypothetical protein		fee7cf3c01d50e3f00e89a0cdd84009e
fig|1463165.1394.peg.1879	CCI165_S85_contig_7_1741+975	CDS	DNA primase, phage associated		90953322d7fcb678a1d475ff19312456
fig|1463165.1394.peg.1880	CCI165_S85_contig_7_2727+1047	CDS	DNA primase, phage associated		9bceafdae6fc7342cb8ee6bae8a276cb
fig|1463165.1394.peg.1881	CCI165_S85_contig_7_4260-255	CDS	hypothetical protein		bd8c021e73d3754db3bd8310ac57522a
fig|1463165.1394.peg.1882	CCI165_S85_contig_7_4672+1464	CDS	hypothetical protein		9776c3a1109322083b1242201630b0f8
fig|1463165.1394.peg.1883	CCI165_S85_contig_7_6116+297	CDS	hypothetical protein		fd0b202db154872c678145ab2d75c5fa
fig|1463165.1394.peg.1884	CCI165_S85_contig_7_7055-531	CDS	hypothetical protein		2139180d590578fef5a4cd5ba20c49f5
fig|1463165.1394.peg.1885	CCI165_S85_contig_7_8916-1725	CDS	hypothetical protein		760f0ad35f59ea31a79f9625e73c2c37
fig|1463165.1394.peg.1886	CCI165_S85_contig_7_10645-1746	CDS	hypothetical protein		2c0721b2f8ce409b65524bce78f78715
fig|1463165.1394.peg.1887	CCI165_S85_contig_7_11928-1185	CDS	Phage integrase		b571de16a0299352aa319abe4b4b2fa4
fig|1463165.1394.rna.31	CCI165_S85_contig_7_12184-91	rna	tRNA-SeC(p)-TCA		
fig|1463165.1394.peg.1888	CCI165_S85_contig_7_12477+1395	CDS	Proposed xyloside/Na+ symporter YicJ		35f5debab291778877bcfb801a6dec32
fig|1463165.1394.peg.1889	CCI165_S85_contig_7_13884+2319	CDS	alpha-xylosidase (EC 3.2.1.177)		26ca44e873b327d6cb35c8d8d06581b5
fig|1463165.1394.peg.1890	CCI165_S85_contig_7_16361+723	CDS	Transcriptional regulator, RpiR family		f316baf53a9d64c81999baa8aa13a719
fig|1463165.1394.peg.1891	CCI165_S85_contig_7_19079-1380	CDS	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)		f4a6715bfd1d3c7e1c99ec3d062b155b
fig|1463165.1394.peg.1892	CCI165_S85_contig_7_20651-1560	CDS	PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)		21dec634543dbb24328e9506b3770f19
fig|1463165.1394.peg.1893	CCI165_S85_contig_7_22618-1716	CDS	Uncharacterized protein YicH		b2a1b2dbb14fc797fe0f87dc1e1b6c8a
fig|1463165.1394.peg.1894	CCI165_S85_contig_7_24160-1392	CDS	Xanthine permease @ Xanthine:proton symporter XanP		77f7b4f444eea3ddca5e0b4ed6ea4e53
fig|1463165.1394.peg.1895	CCI165_S85_contig_7_24445+1203	CDS	Sodium/glutamate symporter		9c5aa36ccb7d3d735caf5a8b479d3a94
fig|1463165.1394.peg.1896	CCI165_S85_contig_7_27273-1512	CDS	Glycerol kinase (EC 2.7.1.30)		2fe2d90a05ddd008f215ff221856745b
fig|1463165.1394.peg.1897	CCI165_S85_contig_7_28146-852	CDS	Glycerol uptake facilitator protein		8e2496065c266e130e02b18d2a94a445
fig|1463165.1394.peg.1898	CCI165_S85_contig_7_28595+240	CDS	Cell division protein ZapB		36727105a38297a7d26c08bfe0fafed1
fig|1463165.1394.peg.1899	CCI165_S85_contig_7_28987+990	CDS	Sulfate-binding protein Sbp		42cd60cc81f3ddf15bd14cb396c3aed8
fig|1463165.1394.peg.1900	CCI165_S85_contig_7_30219+771	CDS	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)		0a44dddf1e1d154cb22319e6a548012d
fig|1463165.1394.peg.1901	CCI165_S85_contig_7_31054+1305	CDS	Di- and tricarboxylate transporters		2b04b6f3cd85b28814a43d789d0a0f8d
fig|1463165.1394.peg.1902	CCI165_S85_contig_7_33217-768	CDS	Triosephosphate isomerase (EC 5.3.1.1)		e7fd9453c37dbb80d3756976430de179
fig|1463165.1394.peg.1903	CCI165_S85_contig_7_33926-600	CDS	Uncharacterized protein YiiQ		b72a0d1085834d74d4c7b62c38e410ee
fig|1463165.1394.peg.1904	CCI165_S85_contig_7_34039+429	CDS	Uncharacterized protein YiiR		7e4d93def0e684ac600f85456e51769a
fig|1463165.1394.peg.1905	CCI165_S85_contig_7_35214-747	CDS	Ferredoxin--NADP(+) reductase (EC 1.18.1.2) @ Flavodoxin--NADP(+) reductase (EC 1.19.1.1)		2f0c137048e58a37173c8dc895adeadd
fig|1463165.1394.peg.1906	CCI165_S85_contig_7_36375-1011	CDS	Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)		0f447efaf6ecb13f2657e4922c1759ff
fig|1463165.1394.peg.1907	CCI165_S85_contig_7_38505-2082	CDS	ATP-dependent DNA helicase RecG (EC 3.6.4.12)		576b2e45894c3c1a4e7ea6478815b7a3
